Y,E1,E2,E3,E4,E5,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10
11018.2901,1160.196011,1650.7316,1385.249439,1729.752362,1017.577313,0,1,1,0,1,0,1,1,1,0
11061.61406,1553.747576,1808.906729,516.0867819,1530.350649,1047.535112,0,1,1,1,1,0,1,1,0,1
9798.458006,1280.630334,1599.54199,1211.3035,1367.820917,1006.869151,1,1,1,0,0,1,0,1,0,0
10444.40659,1468.062955,1023.634479,1534.14571,804.5360422,1551.84776,0,1,0,0,0,1,1,1,0,1
6805.390141,1822.300781,532.3279011,1348.595873,763.9966755,1419.495565,0,1,1,0,0,0,1,0,0,0
12200.27944,1989.122961,1152.632957,970.6238949,615.4412384,1319.859702,0,1,1,1,1,1,1,0,0,1
12416.85335,752.0496381,1761.619468,932.7669304,1222.375424,516.1184008,0,1,1,1,1,1,1,1,0,1
6403.30037,640.7770505,1708.003172,1455.239997,955.5768309,992.1614927,1,1,1,0,1,0,0,1,0,1
11658.47671,1305.683304,1879.440084,1494.001083,683.408762,1990.721689,1,1,1,1,1,1,1,1,0,1
13336.15818,1660.757183,595.2961541,1185.483211,1462.295713,916.0674514,1,1,1,1,1,1,1,1,1,0
9998.657308,1565.594672,789.2918738,1010.030987,1145.863324,1736.516618,0,1,1,0,0,0,1,0,1,1
6006.924953,1687.107212,1842.234424,1876.822476,1781.940963,1776.457079,0,1,0,1,1,0,1,1,0,1
7101.120188,644.6237182,1479.374352,730.5390775,826.4408584,1077.972346,0,1,1,1,1,1,0,1,1,1
11815.10875,1933.304644,542.8479188,1121.812402,1632.314302,1203.902393,0,1,1,0,0,1,0,1,0,0
11594.30241,641.4052207,526.7970174,531.4496062,558.6569041,1908.80766,1,1,1,1,1,1,1,0,0,1
6530.625807,1113.556581,1001.595321,1270.069384,1898.586579,616.8772735,0,1,0,1,1,0,0,1,0,1
4119.289593,1941.995792,1483.056358,1540.9214,1133.145986,572.1930725,0,1,1,0,0,0,0,0,0,1
7646.197488,769.7974481,1935.458846,1676.189052,911.9786402,1786.568656,0,1,1,1,0,0,1,1,1,1
9120.870176,1878.183975,1928.737609,1800.634371,1270.783617,840.6521172,0,1,1,0,0,0,1,1,0,1
6820.65313,1907.221111,1615.276077,754.0835191,662.3768078,1815.29535,0,1,1,0,1,0,0,1,0,1
7952.83757,1117.748018,1081.843129,1021.538581,556.0130836,1196.82124,1,1,1,1,0,0,1,0,0,1
9474.367926,1332.493482,1976.383687,1151.155494,1742.859105,1781.775307,1,1,1,0,0,1,0,1,1,1
9526.665271,1052.278195,1469.518236,909.638532,1807.252846,1596.922864,1,1,0,0,0,1,0,0,1,1
13097.82765,1266.380147,1524.128356,895.981689,1491.370203,1150.134935,0,1,1,0,0,1,1,1,0,1
13060.0033,1440.950567,790.4384696,1189.848955,1447.895587,1023.815676,1,1,1,0,0,1,1,0,0,0
8360.741288,1093.842449,1439.12917,822.8156315,1763.651122,941.4998859,0,0,1,1,1,1,0,1,1,0
8320.017683,1332.499508,1907.383406,1334.495594,597.2861276,1642.349364,1,1,1,0,0,0,1,0,0,1
8246.734777,1498.402373,888.7133353,1363.624251,1442.847027,1627.203999,0,1,1,1,0,1,0,1,1,1
9920.180481,1715.790953,1965.261445,592.7102553,1181.324914,887.706632,0,1,1,0,0,0,1,1,0,1
8056.051061,702.0660319,612.1962272,1637.578617,1186.485566,1075.179585,0,1,0,0,0,1,1,0,1,1
5081.555111,834.4146663,1865.222027,1156.83151,683.8649226,1675.117356,0,0,0,1,1,1,0,1,0,1
8551.439493,1519.544182,1371.179699,971.0587275,1885.582545,1025.184742,1,1,1,0,1,1,0,1,1,1
8576.009065,1894.686772,636.613761,1992.179733,1478.810399,944.0910108,1,1,0,1,0,1,0,1,1,0
12392.52273,1512.004177,1648.636025,543.0950554,813.701918,1793.46421,1,1,1,0,1,1,1,1,1,1
10298.74834,779.0087409,1131.406302,1167.351688,949.9588435,1321.328739,0,1,1,0,0,1,0,0,0,0
13921.00567,1837.303621,1651.410966,796.7430599,1940.401124,1467.01539,1,1,1,0,0,1,1,1,0,1
12355.42166,1612.761231,1701.28343,1079.11053,672.0805825,525.6083853,0,1,1,0,0,1,1,1,1,1
10858.40413,1288.73244,1055.288381,1938.804712,512.1087268,1537.414074,0,1,1,1,1,1,0,0,1,0
8064.584113,712.1548984,575.5065733,1836.07605,1851.73851,589.8380956,0,1,1,1,1,0,1,1,1,0
8455.855035,946.5410816,1951.365628,690.6060592,573.2934956,1191.887909,0,1,1,0,1,0,0,1,1,1
13163.84283,1771.934751,1784.257988,1309.031584,1312.384198,1806.866552,0,1,1,0,0,1,0,1,1,0
8906.520033,1260.440136,1206.091009,1706.946274,1519.627366,703.302496,0,1,0,0,0,1,0,1,0,1
9191.890549,1497.248589,949.3922213,1195.340226,819.6112886,1406.047198,0,1,1,0,0,1,0,1,0,1
9920.705029,773.7185041,1062.274294,1697.187656,1724.593927,750.8832746,1,1,0,1,0,1,0,0,0,1
7679.417829,708.1534296,527.489137,1440.565855,1485.831018,1540.562127,1,0,1,1,1,1,0,1,0,1
6891.128813,1828.337107,1978.382425,988.5303262,633.5747699,1606.243379,0,1,1,0,1,0,0,1,0,1
12536.2007,1533.330823,1871.069737,1526.690301,1407.119008,1981.18683,0,1,1,1,0,1,1,1,0,1
6796.184332,906.4648211,1213.574091,1360.825969,1199.911255,1456.038955,0,0,1,1,1,1,0,1,0,1
4639.651897,596.2768529,1420.793838,1833.086416,1530.868495,559.9994133,0,0,1,0,0,0,0,0,0,1
11209.3079,1910.166694,1249.244461,542.0029454,1053.999723,1365.219973,0,1,1,0,1,1,1,1,1,1
8863.494616,1961.822444,575.5904196,945.4950023,1235.363614,1040.670597,0,1,1,0,0,0,0,1,0,0
10924.72635,1586.26804,1995.840713,951.3432647,805.7632663,1067.496953,0,1,1,0,1,0,1,0,0,1
8615.143527,775.7125397,1812.781522,995.6026404,1435.405625,1920.512739,0,1,0,0,0,0,1,1,1,1
10112.77476,1976.690786,1675.879853,797.61934,1766.446409,1252.176589,0,1,1,0,1,1,0,0,1,1
5364.639446,1145.067638,1846.669783,1934.891784,1406.620279,745.9480236,1,1,0,1,0,0,0,1,0,0
8772.477985,1504.473522,1380.556248,1734.977593,692.6399653,1873.537188,0,1,1,0,0,0,1,1,0,0
9291.780681,1434.542819,619.6037306,1200.33849,788.5372427,1989.991896,1,1,1,0,1,0,1,1,0,1
10352.46647,671.6752193,1639.954367,1652.306667,1484.157747,894.8348997,0,1,0,1,0,1,0,1,0,1
9519.590723,1677.477255,1116.439896,1791.037172,1609.824382,789.524159,1,1,1,0,1,1,0,0,1,1
2620.061161,820.6765953,951.7665075,1275.556755,1894.483491,1787.711733,1,0,1,0,0,0,0,0,0,1
8838.665391,950.2895805,1672.413469,530.0043712,905.1116536,1564.570227,0,1,1,0,1,0,1,1,0,1
10142.38799,1516.866871,1122.502297,1821.826402,1297.109723,1085.628016,1,1,1,0,0,1,0,1,0,1
5750.580178,1594.951063,1824.242189,834.8422345,994.804861,507.3559614,1,0,1,1,0,0,0,1,0,1
10139.82391,1316.24974,1245.131196,1041.919165,1927.442021,1797.884107,1,1,1,0,0,1,0,1,0,1
9506.377879,834.5944392,1703.111864,583.0139967,1753.867973,1844.410033,1,1,1,1,0,1,0,1,0,1
6857.201288,1607.094942,745.3300804,1498.486158,1083.46318,830.7203659,0,1,1,1,1,1,0,1,0,1
10534.64593,1493.889513,1038.77951,514.5527158,1976.046528,1490.944363,0,1,1,0,1,1,0,1,1,1
12719.1417,1020.400137,1441.421763,1347.243803,1890.268219,576.2155716,1,1,1,0,1,1,1,1,1,0
5782.196201,796.2602734,1917.818844,601.006654,1911.108077,754.5547665,0,0,1,0,1,0,1,1,1,1
8069.989641,1964.127462,1285.502229,1266.587833,1951.399159,904.0079952,0,1,0,0,0,1,1,0,0,1
11667.29726,851.0980566,1244.096292,984.5982573,1029.920926,1586.42932,0,1,1,0,1,1,1,1,0,1
10566.38368,714.0105858,1999.080993,1976.673799,1822.461569,1773.897658,0,1,1,0,1,1,0,1,0,1
6266.372558,1572.247781,1984.573963,1758.521981,1391.687409,559.4384265,0,1,0,0,0,0,0,1,0,1
5753.520332,1127.84593,1328.322363,1391.069698,1674.91242,1461.076285,1,1,1,0,0,0,0,1,1,1
7842.294459,1336.867646,1579.223327,1966.545784,541.9438314,1030.6415,1,1,1,1,1,1,0,1,0,1
7267.59896,1788.356129,1817.233208,1881.173702,534.1798026,840.1665057,0,1,1,0,1,0,0,0,0,1
9246.541028,1523.956604,1964.859575,646.1416596,973.5133717,1374.108807,1,1,1,1,1,1,0,1,0,0
7755.537512,1200.043283,1614.16442,1277.817382,822.1910987,675.2970219,1,1,1,0,0,0,1,1,1,1
6414.605473,881.2169994,617.8603409,1095.222965,500.8623449,1248.127243,1,1,1,0,0,0,0,1,0,1
9351.069393,1938.408246,1654.806109,1812.512258,1164.512601,1147.740618,0,1,1,1,0,0,1,1,1,0
4244.249877,638.9285014,1782.950594,1173.681338,609.0329521,739.7675526,1,1,1,0,0,0,0,0,1,1
9785.865013,1038.397645,1930.239975,1559.035937,524.0880621,1769.262539,1,1,1,0,1,0,1,1,0,1
6497.78851,1281.566217,843.7277654,1195.137164,549.2995318,679.1402956,0,1,1,0,0,0,0,0,0,0
11059.34577,799.2450803,1774.520507,1450.260362,1489.581934,817.976499,1,1,1,0,0,1,0,0,1,1
7302.362215,1514.244183,581.7633385,1742.825904,1937.923522,1267.352647,0,1,1,0,0,1,0,0,1,1
8056.93993,1311.373883,833.0770556,1627.226956,1640.465346,1423.02167,0,1,1,1,0,0,0,1,1,0
8315.945278,1952.650391,618.2318939,1420.608903,1915.004608,1930.692646,0,1,1,1,1,0,0,0,1,0
10336.93685,1839.222013,1044.471917,1093.556916,899.002697,1481.131391,0,1,0,0,1,1,1,1,1,1
8850.957146,902.5874892,1061.936124,795.2144061,731.4306452,1070.26281,0,1,1,0,1,0,0,1,1,0
7620.113461,1387.005076,1364.370482,1398.65665,900.0613966,1237.589028,1,1,1,0,0,0,1,1,1,1
13189.81926,1494.955061,663.5430071,904.6001983,1973.875435,1184.257474,1,1,1,0,0,1,0,1,0,1
9798.597137,1170.377671,544.1789242,1894.691427,1324.721744,562.1409588,0,1,1,0,1,1,0,0,0,0
8323.076137,733.0286547,599.809524,1117.147793,1029.799636,1501.812955,0,1,1,0,0,1,0,0,0,1
9055.970995,1019.854192,1659.017875,1455.727307,1222.484808,542.0236976,1,1,1,0,0,1,0,1,0,1
8792.651208,1946.848121,1404.931439,706.7930051,943.7295098,949.0957492,0,0,1,0,1,1,1,1,0,1
7956.847077,1593.645075,1318.496856,1287.550833,1189.156532,848.7105896,0,1,1,0,1,0,0,0,0,1
6185.20933,813.4031066,961.4345351,1085.654641,1203.669961,947.8405878,0,0,1,1,0,1,0,0,0,1
9634.739585,661.1242186,638.0376916,911.9494688,1351.30611,1962.008338,1,0,1,1,0,1,1,1,1,1
6875.168563,1486.274329,1618.038207,1625.214809,1958.308046,510.6796029,0,1,1,0,0,0,0,0,0,1
11771.31341,1326.485966,1584.924188,1461.397332,1419.999402,1240.015109,0,1,1,1,1,0,1,0,1,0
11772.48189,1229.863036,547.584812,1220.910675,1427.475346,1323.058159,0,1,1,1,0,1,1,1,0,0
6833.637551,791.3579658,1272.500136,1497.037172,825.2475964,1282.576281,1,1,1,0,1,0,1,1,0,1
8123.527997,1231.846787,1925.39385,606.6108933,1819.60039,1620.947175,0,1,1,1,1,0,0,1,0,0
8646.258812,745.6825331,503.1332577,1449.979237,1323.203363,1889.426717,0,1,1,1,1,1,1,1,1,1
12274.10869,1494.179481,1733.626065,1923.688744,1166.704377,1723.421811,0,1,1,0,1,1,1,0,1,0
6080.114117,1718.995078,1775.047786,1132.829458,1082.512544,891.4961579,1,0,1,1,0,0,1,1,0,1
10645.97047,1241.665817,1752.08779,1400.665679,890.0333369,1593.491026,1,1,1,1,0,1,0,0,0,1
9436.787057,1611.309459,886.54406,1198.974605,1159.05258,1439.919699,0,1,1,1,0,1,0,1,0,1
8213.08295,1852.584165,1239.79174,1907.01719,1308.085854,744.9910603,1,0,1,0,0,1,0,1,0,1
6692.661735,524.8655304,583.5082154,961.6516184,920.0004108,1926.372692,0,0,0,0,0,1,0,0,1,0
10308.78254,1083.820004,1302.819449,1679.174498,947.6314883,546.9549972,0,1,0,0,0,0,0,1,1,0
6007.976156,722.1919498,1278.006313,1568.388794,1056.212515,1256.976951,0,0,1,0,1,0,1,1,0,1
13110.7789,1468.865178,1295.404195,1777.076232,1362.409843,1202.467696,0,1,1,0,0,1,1,1,0,0
4764.019725,1268.512098,1630.467786,1748.209057,1714.865194,833.1866469,0,1,0,1,0,0,1,1,1,1
7933.761353,1877.971421,1409.778066,1480.129918,1850.761502,969.6289568,1,1,1,0,0,1,0,0,0,1
13456.36164,1787.029407,1237.97242,871.6707248,1620.493991,733.3297526,0,1,1,1,0,0,1,1,0,1
8137.716093,1534.858202,941.6714114,729.3164813,1580.033082,1776.014459,0,0,1,1,1,0,0,1,1,1
11850.72047,886.0377651,740.19525,992.1381302,1733.815734,1092.643051,0,1,1,0,0,0,1,1,1,1
13161.97598,1450.398237,610.2693467,1770.229221,1074.80254,797.5191089,0,1,1,1,1,1,1,1,1,1
6703.81881,1845.837467,937.0915751,1671.283628,1834.552679,1929.816031,0,1,1,1,0,0,0,1,1,1
10898.89334,1723.357976,1152.892126,1020.900343,1160.608145,1026.317139,0,1,1,1,0,1,1,1,0,1
6129.744818,1569.00755,1879.399882,1832.463302,1328.297377,1488.735121,0,0,1,0,0,1,0,1,0,0
7385.785674,1259.78007,508.5541579,1657.741151,752.494729,1276.299882,0,1,1,0,0,0,1,1,1,1
11100.67247,1111.968299,964.6165898,1849.701662,1018.526806,1496.091323,0,1,1,0,0,1,0,0,0,1
9332.169396,1791.024018,1165.937378,1939.202816,1311.577252,1361.992271,1,1,1,0,1,0,1,1,1,1
13054.42212,895.9191621,920.0539079,1255.382454,1992.975553,1638.218628,1,1,1,0,1,1,1,0,1,1
9420.530292,1113.194597,1485.050293,503.0603484,768.0834631,1261.144076,0,1,1,0,0,0,1,1,0,0
10642.30994,1699.609111,1502.726499,1987.919725,1753.803731,1426.825463,0,1,1,1,0,1,0,1,1,0
9108.546601,542.7531541,1472.213515,834.8147118,1827.48568,1113.654909,0,1,1,0,0,0,0,1,1,1
7462.591367,1580.831066,1969.451301,1119.741827,1054.63452,752.793028,1,1,1,0,1,0,0,1,0,1
12278.7971,1167.826289,687.3962928,647.1286475,1139.652637,994.3151553,0,1,1,1,1,1,1,0,0,0
14716.33038,1092.37067,1074.875033,1740.154345,1561.840282,1978.991896,1,1,1,0,1,1,1,0,1,1
9151.543001,1671.800215,1395.422612,801.3777836,886.5354399,1234.702852,1,0,1,1,1,0,1,0,1,1
9087.280232,1405.41797,688.5078079,1277.114012,1808.743273,991.9485396,0,1,1,1,0,1,0,1,0,1
8566.537328,1344.174975,1701.58599,1789.81291,557.018862,878.0089604,0,1,1,0,1,0,1,0,0,1
8437.799536,1867.86145,626.487729,1475.110881,1607.16659,688.4981268,0,0,1,0,0,1,0,1,1,1
5356.373171,762.385936,998.4571381,1131.241037,971.8698285,1249.421045,1,0,1,0,1,0,1,1,0,1
10535.52157,1903.581508,1996.228218,816.9288673,1601.99471,837.9895103,1,1,0,0,0,1,0,0,1,1
8098.98031,552.8857909,1381.351007,837.1147281,815.384431,1914.718127,1,1,1,1,1,1,0,1,0,0
11429.05204,1733.658677,1876.301709,1723.049706,933.6723775,1769.655418,0,1,1,0,0,0,1,1,0,0
7806.87912,1230.523403,1790.346361,1082.609415,851.0295632,1477.851034,0,1,0,0,0,0,1,1,1,1
12388.86961,1226.130933,909.3727027,1780.057664,912.1993647,1722.599161,0,1,1,0,1,0,1,1,0,0
12609.68703,543.3462774,817.4284262,1808.53541,1316.052641,762.0240868,0,1,1,1,0,1,1,0,1,0
10711.57108,1108.146559,779.1560504,1069.47848,720.5738039,891.0327556,0,1,1,1,1,1,1,1,0,1
9747.803712,1948.038346,713.2848523,992.5041858,1569.796215,578.6409762,0,1,0,0,0,1,1,1,0,0
9899.818177,1252.922665,681.5801276,1535.990692,976.9738785,1174.699806,0,1,1,1,0,0,1,0,0,1
10458.32181,1749.639916,1578.422273,1800.592001,1146.817408,849.5939737,0,1,1,0,0,1,0,1,1,1
5897.921161,855.3402957,591.279806,686.2540926,1353.094157,914.4871336,0,0,1,0,0,0,0,1,0,0
9303.12324,1565.167756,1583.279503,912.6708077,1532.862719,1203.892661,0,1,1,1,0,1,0,1,1,1
10091.67842,1716.387955,1075.371884,951.8177593,651.8149654,714.594407,0,1,1,0,1,0,1,1,0,1
14452.95454,758.2738172,999.3090045,1204.690062,709.7993465,1110.187826,1,1,1,1,0,1,1,1,0,1
8312.934885,1003.486574,601.1554219,1875.660357,1553.42471,972.2116146,0,1,1,0,0,0,1,0,1,1
9424.141489,851.8087816,1039.285359,845.2720434,1475.505802,1034.388926,1,1,1,1,0,0,0,1,1,1
8409.193446,563.4062159,1783.732155,597.919577,1404.595948,1315.818431,0,1,1,1,0,0,0,0,0,1
12567.28943,843.8696046,963.5439046,684.7115877,1510.249991,1923.990658,1,1,1,0,1,1,1,1,0,1
5700.701659,522.458939,700.6188806,1783.497852,1192.671592,751.6832434,0,0,1,0,1,0,0,1,0,1
10080.58814,1922.679471,1563.07666,818.694278,1708.522436,1785.885781,1,1,1,1,0,0,0,0,1,1
13488.01023,1939.560087,566.9219629,630.8356269,823.0554957,1856.96716,1,1,1,0,0,1,1,1,1,1
12181.70759,1035.960293,820.060458,538.4017089,1950.143912,1016.263395,1,1,1,1,0,1,0,0,1,0
7622.34558,1517.655659,661.6177643,813.2236166,772.3570924,541.6654897,1,1,1,1,0,0,1,1,1,1
12513.82178,611.7698579,1068.228081,529.7275742,750.6044928,1578.202823,1,1,1,0,0,1,1,1,1,0
10280.34307,1440.16956,1650.513526,1488.853452,1380.337222,1507.066386,0,1,1,1,1,1,0,1,1,1
5169.69239,732.8098724,888.5201869,788.4211973,1145.71942,1988.668263,0,0,0,0,0,1,0,1,0,1
12360.84173,841.8016107,1829.449222,737.5544371,685.3511755,1792.838945,1,1,1,0,0,1,1,1,0,1
7856.848285,517.7918178,1034.204945,527.5728977,1396.277087,1436.306308,0,1,0,0,0,1,1,1,1,1
8117.458724,1039.267713,1945.97467,1080.50424,647.4523832,1342.835219,1,1,1,1,0,0,1,0,0,1
14887.02297,710.4309208,1404.253671,1897.134776,1465.120669,1874.598225,0,1,1,0,0,1,0,1,1,0
4827.942943,1713.735561,1556.315299,857.9484558,668.3538696,1863.228196,1,0,0,1,1,0,0,0,1,1
5317.188815,1183.406871,795.5522034,649.1324697,649.6833598,1264.367962,1,1,1,0,1,0,1,1,0,1
9573.393126,1293.818116,1935.391862,577.1586723,1841.420855,998.4707541,1,1,0,0,1,1,0,1,0,1
6324.533076,1923.20799,1626.003075,1494.505325,1246.700726,691.9730854,0,0,1,0,1,0,1,1,0,1
11462.50277,1532.557413,1875.957613,611.5449334,1307.079337,1979.009596,0,1,1,0,1,1,0,1,0,1
7144.088023,1565.318759,1181.506557,1322.528363,772.8529032,1814.196985,1,1,1,0,0,1,0,1,0,1
7301.073485,1453.923824,1388.764883,1389.568291,1915.91274,879.0724496,0,1,1,0,0,0,0,1,0,1
9974.181505,1394.855424,701.6938474,1684.99098,712.6140713,1815.315512,0,1,1,1,1,1,0,1,0,1
10558.45222,1760.146233,906.5442515,553.179922,977.7361671,1269.08574,0,1,0,0,0,1,0,1,1,0
8916.194652,572.0263327,1864.357133,1144.771073,1750.591309,1459.172195,0,1,1,0,0,1,1,1,1,1
12182.01048,1693.806864,1852.110803,1281.625945,1942.222575,1668.262245,0,1,1,0,1,1,1,1,1,1
7600.831497,1349.75841,1204.538227,1998.272269,1664.744545,1657.845076,0,1,1,0,1,0,1,1,1,1
10580.12784,1274.416223,710.4633672,1243.468715,1608.120335,1206.628097,1,1,1,0,0,1,1,1,1,0
9130.118705,1191.7192,601.0072337,951.7552799,1714.122551,504.3799607,1,1,1,0,0,0,1,1,0,1
9088.519497,1692.697491,1982.666197,991.6053601,1960.051114,650.6950017,0,0,1,1,0,1,1,1,0,1
7558.823256,1585.867636,1408.937985,1633.711374,687.9365389,1649.201791,1,1,1,0,1,0,1,0,1,1
8448.981805,1197.610788,1392.219511,767.6456511,1877.726003,1250.071356,1,1,1,0,0,1,0,1,1,1
10617.16396,775.2556145,1443.307697,1151.873889,1110.842352,1287.336794,0,1,1,0,0,1,1,0,1,1
9883.966974,1526.511289,1299.490253,1175.412693,1360.431109,1606.67887,1,1,1,0,0,1,0,0,1,1
12031.4132,1857.242082,1739.558754,545.5955405,507.6514545,1204.119314,0,1,1,0,0,1,0,1,1,1
7484.429901,1847.441214,1966.470822,1618.083995,892.5140471,1459.526962,0,1,1,1,0,0,0,0,1,0
7233.461948,931.5408648,1438.417007,1136.863609,1291.367905,837.1599903,0,1,1,0,0,1,0,0,1,1
8109.49111,1122.659575,717.8320131,854.6021951,1155.633607,1741.048474,0,1,1,1,1,0,1,1,1,0
13213.0556,704.0648015,1086.326155,967.035196,1796.017345,579.2048338,0,1,1,1,1,1,1,1,0,1
10834.14547,1145.562609,1524.028362,1847.495499,1356.849632,1971.13142,0,1,1,0,1,1,1,1,0,1
9640.080567,519.2218393,1411.014891,835.3519265,1800.295956,1032.863089,1,1,1,1,1,1,0,1,0,0
13873.7656,1488.326792,1373.319425,1970.935936,1727.335228,1407.11786,1,1,0,0,1,1,1,1,1,1
6381.700776,1289.069733,1920.086702,646.8355383,1854.284243,1573.361072,1,0,1,0,0,1,0,0,1,1
13066.26644,1436.797953,1875.23843,1483.975865,1928.411336,873.8783721,0,1,0,1,0,1,1,1,1,1
11063.6991,1216.656372,1875.107797,1910.468849,1211.230525,1548.618292,0,1,1,1,1,0,1,1,1,1
10065.62024,1089.772949,1727.822675,1076.643991,1205.580318,817.8098901,1,0,1,0,0,1,0,1,1,0
10368.63658,546.0442301,1144.275012,1898.959523,1013.879832,576.2211938,1,1,0,1,0,1,1,1,1,1
5036.251154,1145.471491,793.9770074,1514.90937,644.9507494,1106.408165,0,0,1,0,1,0,0,0,1,0
11570.81047,1743.824217,813.1132573,1109.722258,1272.488032,1005.650995,0,1,1,1,1,1,1,1,1,1
9184.910318,1125.142977,809.0320465,853.6769957,1908.237063,1022.901772,0,1,1,1,1,0,0,0,0,1
8132.999915,1216.659125,1779.99316,1468.981854,1476.344191,880.805911,1,1,1,1,1,0,0,1,0,1
9249.830741,1134.816968,1430.254974,1985.615852,1404.473822,1756.030768,0,1,1,1,1,0,0,0,0,1
7412.171769,974.5888739,699.6663216,1459.577045,1293.419133,1532.369315,1,1,1,0,0,0,0,1,0,1
